DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8R;P9;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23;P23S1R;P24;P25;P26;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
123902;2;68;68001;1;04;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;37;1;;;;;;;1
123903;1;68;68001;1;15;1;1;24;1;3;1;1;1;2;4;4;4;4;4;4;4;3;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;12;9;1;;1;2;2;2;2;2;1;1;1;;;;;;;1;4;5;;1;2;2;2;2;1;2;1;2;10;;;;;12;;15;;6;2;1;2;1;;;;;;;;;1;2;1;2;2;2;2;;2;2;2;2;1;1;;;;;;;;;;1
123904;1;05;05001;1;10;2;1;24;1;3;2;1;3;2;2;3;2;4;4;3;4;2;3;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;0;2;1;;2;1;1;2;2;2;3;;1;1;1;1;1;1;1;1;3;9;;2;2;1;1;1;1;2;1;2;;;14;14;14;14;;14;;3;;1;1;;;;;;;;;;1;2;1;2;1;2;2;;2;2;2;2;2;1;;;;;;;;;;1
123906;2;68;68001;1;01;1;1;27;1;3;1;1;2;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;1;2;;;;1;;1;1;;3;1;1;;2;1;2;2;2;2;2;1;1;;;;;;;1;3;4;;1;2;2;2;2;1;2;2;2;11;;;;;17;;;;1;;1;2;;;;;;;1;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123907;1;68;68001;1;15;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;55;;;;;1;;;1
123908;1;17;17001;1;02;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;36;1;;;;;;;1
123909;2;68;68001;1;01;1;1;28;1;3;1;1;1;2;4;4;4;2;4;4;4;4;4;1;1;;;;;;;;;;1;1;;2;2;2;2;2;;;;;;1;1;;10;5;1;;1;2;1;2;1;2;1;1;1;1;1;;1;1;1;1;2;5;;2;2;1;2;2;2;2;1;2;;;10;;;;;10;;3;;1;1;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123910;2;68;68001;1;02;1;1;29;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;17;1;1;;1;2;2;2;2;2;1;1;;;;;;;;1;2;3;;1;2;1;1;2;1;2;1;2;12;;12;12;;12;;12;;6;2;1;1;;;;;;;;;;1;2;1;1;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123911;1;68;68001;1;09;1;1;49;1;3;1;1;1;2;3;4;2;2;4;3;4;3;2;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;39;6;9;;2;1;2;2;2;2;2;;1;;;;;;;1;2;1;;1;2;1;2;2;1;2;2;2;9;;10;;;15;;;;6;2;1;1;;;;;;;;;;1;1;1;2;2;2;1;;1;1;1;1;1;1;;;;;;;;;;1
123912;1;05;05001;1;10;2;1;57;2;3;2;1;3;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;1;;;1;1;;2;2;2;2;2;;;;;;1;2;;23;10;9;;2;2;1;2;1;2;5;;1;1;1;1;1;1;1;1;2;5;;1;2;2;2;2;2;2;2;2;24;;;;;;;;;1;;1;1;;;;;;;;;;1;2;2;2;2;1;1;;2;2;2;1;1;1;;;;;;;;;;1
123913;2;68;68001;1;01;1;1;22;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;0;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;3;;1;2;1;2;1;1;2;1;2;18;;9;;16;21;;14;;3;;2;;;;;;;;;;;2;2;2;2;2;2;2;;1;2;2;2;2;1;;;;;;;;;;1
123914;1;68;68001;1;06;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;37;1;;;;1;;;1
123915;1;68;68001;1;09;1;1;29;2;3;2;1;1;2;4;4;2;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;12;7;1;;2;2;2;2;2;2;;;;;;;;;;2;13;5;;1;2;1;2;2;1;2;2;2;14;;11;;;15;;;;6;1;1;1;;;;;;;;;;1;2;1;2;2;2;1;;1;2;1;1;1;5;;;;;;;;;;1
123916;2;05;05001;1;10;2;1;30;1;3;2;1;3;1;2;2;4;4;4;3;4;3;2;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;11;;0;10;1;;2;2;1;2;2;2;3;;1;1;;;;1;1;1;2;9;;1;2;1;2;2;2;2;2;2;11;;16;;;;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;2;;1;2;1;1;2;1;;;;;;;;;;1
123917;2;05;05001;1;10;1;1;49;2;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;1;9;3;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;1;2;2;2;2;1;2;2;2;13;;;;;19;;;;1;;1;2;;;;;;;;1;;2;2;2;2;2;2;1;;1;2;2;2;1;1;;;;;;;;;;1
123918;2;68;68001;1;01;1;1;34;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;1;;;11;;;2;2;2;2;2;;;;;;1;7;;2;5;9;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;1;2;2;2;1;1;2;2;2;17;;;;17;31;;;;6;2;1;2;1;;;;;;;;;1;2;2;1;2;2;1;;2;2;2;2;1;1;;;;;;;;;;1
123919;1;17;17001;1;02;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;45;;;;1;;;;1
123920;1;68;68001;1;13;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;28;;;;;1;;;1
123921;2;05;05001;1;10;1;1;26;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;1;2;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;2;2;2;2;1;2;2;2;;;;;;6;;;;6;1;1;2;;;;;;;1;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
123922;2;68;68001;1;04;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;60;;1;;;;;;1
123923;1;68;68001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;58;;;;1;;;;1
123924;1;05;05001;1;09;2;1;45;1;3;1;1;3;2;4;4;4;3;4;4;4;4;3;1;;;;;;1;;;;;3;1;;2;2;2;1;2;;;;1;;2;7;;14;1;1;;2;2;1;2;2;2;3;;1;1;1;1;1;1;1;1;3;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;;;;;;;;;;1;1;1;1;1;2;2;;2;2;2;2;2;1;;;;;;;;;;1
123925;2;68;68001;1;05;1;1;23;1;3;1;1;2;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;1;1;1;;2;2;2;2;2;2;;;;;;;;;;1;3;3;;1;2;1;2;1;1;2;1;2;12;;12;;14;18;;12;;8;;2;;;;;;;;;;;2;2;1;1;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123926;1;05;05001;1;09;2;1;56;1;3;2;1;3;2;4;4;3;4;4;3;4;3;2;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;50;9;9;;2;1;1;2;2;2;3;;1;1;1;1;1;1;1;1;2;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;;;;;;;;;;1;1;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
123927;2;68;68001;1;01;1;1;22;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;4;;0;2;1;;2;2;2;2;2;2;;;;;;;;;;1;3;4;;1;2;1;1;1;1;2;1;2;11;;15;13;16;15;;18;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;1;1;;;;;;;;;;1
123928;1;68;68001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;25;1;;;;1;;;1
123930;1;68;68001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;30;;;;;1;;;1
123931;2;05;05001;1;10;1;1;32;1;5;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;16;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;2;1;2;2;1;2;2;2;;;10;;;15;;;;3;;1;1;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123932;1;05;05001;1;10;2;1;56;1;3;1;1;3;2;4;4;4;4;4;2;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;3;10;1;;1;2;1;2;2;2;3;;1;1;1;1;1;1;1;1;3;9;;1;1;1;2;2;1;2;2;2;12;12;12;;;14;;;;6;4;1;1;;;;;;;;;;1;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123933;2;68;68001;1;01;1;1;32;2;3;1;1;1;1;2;4;4;4;4;3;4;3;2;1;;1;;;;;;;;;3;1;;1;2;2;2;2;1;;;;;1;10;;2;2;2;;1;2;1;2;2;1;1;1;1;1;;;;;1;1;3;5;;1;1;1;1;2;1;2;2;2;18;15;16;15;;20;;;;6;2;1;1;;;;;;;;;;2;1;2;2;2;2;2;;1;2;2;1;1;1;;;;;;;;;;1
123934;1;05;05001;1;10;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;23;;;;1;;;;1
123935;2;05;05001;1;10;1;1;29;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;1;;;;;10;;;2;2;2;2;2;;;;;;1;1;;15;1;9;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;1;2;1;2;2;1;2;2;2;12;;12;;;12;;;;6;1;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
123936;1;68;68001;1;06;1;1;45;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;6;;0;5;1;;2;2;1;2;2;2;3;;1;;;;;;;1;2;9;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;;;;;;;1;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
123938;2;05;05001;1;10;1;1;48;1;3;1;1;1;2;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;35;7;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;;;;;;;1;;;2;2;1;2;2;2;1;;2;2;2;2;2;4;;;;;;;;;;1
123939;2;68;68001;1;03;1;1;32;1;3;1;1;1;2;4;4;4;4;4;4;4;2;3;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;3;2;8;;2;1;1;1;2;2;3;;;1;1;1;1;;1;1;5;2;;1;1;2;1;2;1;2;2;1;13;13;;13;;13;;;13;1;;1;1;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;1;1;1;;;;;;;;;;1
123940;1;68;68001;1;06;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;33;;;;;1;;;1
123941;2;05;05001;1;10;1;1;25;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;3;7;1;;1;2;2;2;2;2;1;1;1;;;;;;1;1;4;9;;1;2;1;2;1;1;1;1;2;13;;13;;16;22;16;15;;6;2;1;1;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
123942;2;68;68001;1;04;1;1;38;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;1;;;;;11;;;2;2;2;2;2;;;;;;2;2;;16;2;3;;1;2;2;2;2;1;1;1;;;;;;;;1;4;5;;2;2;1;2;1;1;2;1;2;;;19;;19;26;;22;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
123944;1;68;68001;1;06;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;36;;;;;1;;;1
123945;2;68;68001;1;04;1;1;58;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;3;7;3;;2;2;2;2;2;2;;;;;;;;;;1;4;5;;1;1;2;2;2;2;2;2;2;17;18;;;;;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123946;2;05;05001;1;10;1;1;26;1;5;1;1;1;2;4;4;4;3;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;20;1;1;;1;2;2;2;2;2;1;1;1;;;;;;;2;2;5;;1;1;1;2;2;1;2;1;2;10;14;7;;;16;;12;;6;1;1;2;;;;;;;1;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
123948;2;05;05001;1;10;1;1;31;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1;1;;;;;;;;;;11;;;2;2;2;2;2;;;;;;1;1;;10;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;4;;2;2;1;2;2;1;2;2;2;;;10;;;20;;;;6;1;1;2;;;;;;1;;;;1;2;1;2;1;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123949;2;05;05001;1;10;1;1;32;1;5;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;;;1;9;;;2;2;2;2;2;;;;;;1;1;;8;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;9;;2;1;2;2;2;1;2;2;1;;25;;;;25;;;25;6;2;2;;;;;;;;;;;2;2;2;2;2;2;1;;1;2;2;2;1;5;;;;;;;;;;1
123950;1;68;68001;1;15;1;1;23;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;0;11;9;;1;2;2;2;2;2;1;;;1;;;;;1;1;3;5;;1;2;2;2;2;1;2;2;2;14;;;;;6;;;;6;1;1;1;;;;;;;;;;1;2;2;2;2;2;1;;2;2;2;1;1;3;;;;;;;;;;1
123951;1;76;76001;1;16;1;1;25;2;3;1;1;1;2;3;4;2;4;4;4;4;4;3;2;;;;;;;;;;;;;;1;2;2;2;2;2;;;;;1;2;;1;2;1;;2;2;2;2;2;2;;;;;;;;;;1;4;8;;1;1;1;1;1;1;2;1;2;13;13;13;13;13;20;;13;;6;1;2;;;;;;;;;;;1;1;1;1;1;2;1;;1;2;2;1;1;1;;;;;;;;;;1
123953;1;76;76001;1;19;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;22;;1;;;;;;1
123954;2;05;05001;1;10;1;1;44;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;1;;;;;11;;;2;2;2;2;2;;;;;;1;7;;31;8;1;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;1;2;1;2;2;1;2;2;2;9;;7;;;6;;;;6;1;1;2;;;;;;;;1;;2;2;2;2;2;2;2;;2;2;2;1;2;1;;;;;;;;;;1
123955;2;05;05001;1;10;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;60;1;;;;;;;1
123956;1;68;68001;1;13;1;1;35;1;3;2;1;1;2;3;4;4;2;4;4;4;3;3;1;;;1;;;;;;;1;11;;;2;1;2;1;2;;1;;1;;2;7;;17;9;9;;2;2;2;2;2;2;;;;;;;;;;1;2;4;;1;2;1;2;2;1;2;1;2;15;;15;;;14;;20;;6;3;2;;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123957;2;05;05001;1;10;1;1;24;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;1;;;11;;;2;2;2;2;2;;;;;;1;1;;4;2;9;;2;2;2;2;2;2;;;;;;;;;;2;2;5;;1;2;1;2;2;1;2;2;2;12;;13;;;15;;;;6;2;1;2;;;;;;;;1;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
123958;1;76;76001;1;19;1;1;75;1;3;2;1;1;2;4;4;2;2;4;4;4;4;4;1;;1;;;;;;;;;3;1;;2;2;2;2;2;;;;;;1;11;;1;4;3;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;1;2;2;2;2;2;2;2;2;13;;;;;;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123959;1;76;76001;1;19;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;26;1;;;;;;;1
123960;2;05;05001;1;04;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;35;;;;;;;1;1
123961;2;05;05001;1;10;1;1;30;1;5;1;1;1;2;3;4;4;4;4;4;4;4;4;1;;;;;;;;;;1;10;;;2;2;2;2;2;;;;;;1;7;;0;11;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;1;2;1;1;1;1;2;2;2;15;;17;17;17;17;;;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
123962;2;05;05001;1;10;1;1;48;1;3;1;1;1;2;4;4;3;3;3;3;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;10;7;9;;2;1;1;2;2;2;3;;1;1;;;;;;2;13;5;;2;2;1;2;2;2;2;2;2;;;8;;;;;;;3;;1;1;;;;;;;;;;1;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123963;1;76;76001;1;10;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;41;1;;;;;;;1
123964;1;17;17001;1;02;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;36;;;;;1;;;1
123965;2;05;05001;1;10;1;1;75;1;5;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;60;7;9;;2;2;2;2;2;2;;;;;;;;;;2;2;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
123966;2;05;05001;1;04;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;20;;1;;;;;;1
123967;1;76;76001;1;02;1;1;50;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;1;;;;;10;;;2;2;2;2;2;;;;;;1;2;;10;1;3;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;2;2;1;2;2;2;2;2;2;;;20;;;;;;;3;;2;;;;;;;;;;;2;1;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123968;2;05;05001;1;09;2;1;58;1;3;2;1;3;2;4;4;3;4;4;4;4;4;3;1;;;;;;1;;;;;1;1;;2;2;2;2;2;;;;;;1;11;;3;11;3;;1;1;1;2;2;2;3;;1;1;1;1;1;1;1;1;5;9;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
123969;2;05;05001;1;10;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;38;;;;;1;;;1
123970;2;05;05001;1;10;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;26;;;1;;;;;1
123972;2;05;05001;1;04;1;1;50;1;3;1;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;4;7;6;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;1;1;2;2;2;1;2;2;2;17;6;;;;30;;;;2;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123973;1;76;76001;1;19;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;54;;1;;;;;;1
123974;2;05;05001;1;04;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;21;;1;;;;;;1
123975;2;05;05001;1;04;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;30;;;;;1;;;1
123976;2;05;05001;1;10;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;36;;1;;;1;;;1
123977;2;05;05001;1;10;1;1;27;1;5;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;1;;;;;10;;;2;2;2;2;2;;;;;;1;6;;0;5;9;;2;2;2;2;2;2;;;;;;;;;;1;3;4;;1;2;2;2;2;2;2;2;2;14;;;;;;;;;1;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123978;1;76;76001;1;19;1;1;40;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;19;1;1;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;1;2;2;2;2;1;2;2;2;16;;;;;19;;;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
123979;2;05;05001;1;10;1;1;49;1;3;2;1;1;2;4;4;3;4;4;4;4;4;4;1;;;;;;;;;;1;4;;;2;2;2;2;2;;;;;;1;7;;20;7;6;;2;2;2;2;2;2;;;;;;;;;;2;13;5;;1;2;1;2;1;1;2;2;2;25;;15;;20;20;;;;3;;2;;;;;;;;;;;1;1;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
123980;2;05;05001;1;04;1;1;35;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;0;11;3;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;2;2;1;2;2;1;2;2;2;;;18;;;30;;;;3;;1;2;1;;;;;;;;;1;2;2;2;2;2;1;;2;2;2;1;2;1;;;;;;;;;;1
